id,dupe,S or P?,6 Cluster,8 Cluster,Prop,authors,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,Key,Properties
227,FALSE,S,c,i,Normalized frequency of turn from CF ,"Palau et al., 1981",0.65,0.93,1.45,1.47,1.43,0.75,0.94,1.53,0.96,0.57,0.56,0.95,0.71,0.72,1.51,1.46,0.96,0.9,1.12,0.55,PALJ810106,"Normalized frequency of turn from CF (Palau et al., 1981)"
234,FALSE,S,c,i,Normalized frequency of turn in all-alpha class ,"Palau et al., 1981",0.69,0,1.52,2.42,0,0.63,1.44,2.64,0.22,0.43,0,1.18,0.88,2.2,1.34,1.43,0.28,0,1.53,0.14,PALJ810113,"Normalized frequency of turn in all-alpha class (Palau et al., 1981)"
235,FALSE,S,c,i,Normalized frequency of turn in all-beta class ,"Palau et al., 1981",0.87,1.3,1.36,1.24,0.83,0.91,1.06,1.69,0.91,0.27,0.67,0.66,0,0.47,1.54,1.08,1.12,1.24,0.54,0.69,PALJ810114,"Normalized frequency of turn in all-beta class (Palau et al., 1981)"
236,FALSE,S,c,i,Normalized frequency of turn in alpha+beta class ,"Palau et al., 1981",0.91,0.77,1.32,0.9,0.5,0.53,1.06,1.61,1.08,0.36,0.77,1.27,0.76,0.37,1.62,1.34,0.87,1.1,1.24,0.52,PALJ810115,"Normalized frequency of turn in alpha+beta class (Palau et al., 1981)"
237,FALSE,S,c,i,Normalized frequency of turn in alpha/beta class ,"Palau et al., 1981",0.92,0.9,1.57,1.22,0.62,0.92,0.66,1.61,0.39,0.79,0.5,0.86,0.5,0.96,1.3,1.4,1.11,0.57,1.78,0.5,PALJ810116,"Normalized frequency of turn in alpha/beta class (Palau et al., 1981)"
300,TRUE,S,o,i,Average relative fractional occurrence in AR ,i,1.58,1.14,0.77,0.98,1.04,1.49,1.24,0.66,0.99,1.09,1.21,1.27,1.41,1,1.46,1.05,0.87,1.23,0.68,0.88,RACS820102,"Average relative fractional occurrence in AR(i) (Rackovsky-Scheraga,1982)"
304,TRUE,S,o,i,Average relative fractional occurrence in ER ,i,0.3,0.9,2.73,1.26,0.72,1.33,0.97,3.09,1.33,0.45,0.96,0.71,1.89,1.2,0.83,1.16,0.97,1.58,0.86,0.64,RACS820106,"Average relative fractional occurrence in ER(i) (Rackovsky-Scheraga,1982)"
305,TRUE,S,o,i,Average relative fractional occurrence in A0 ,i-1,0.4,1.2,1.24,1.59,2.98,1.26,0.5,1.89,2.71,1.31,0.57,0.87,0,1.27,0.38,0.92,1.38,1.53,1.79,0.95,RACS820107,"Average relative fractional occurrence in A0(i-1) (Rackovsky-Scheraga,1982)"
307,TRUE,S,o,i,Average relative fractional occurrence in AL ,i-1,0,0,4.14,2.15,0,0,0,6.49,0,0,0,0,0,2.11,1.99,0,1.24,0,1.9,0,RACS820109,"Average relative fractional occurrence in AL(i-1) (Rackovsky-Scheraga,1982)"
321,FALSE,S,o,i,"Relative preference value at N"" ","Richardson-Richardson, 1988",0.7,0.4,1.2,1.4,0.6,1,1,1.6,1.2,0.9,0.9,1,0.3,1.2,0.7,1.6,0.3,1.1,1.9,0.7,RICJ880101,"Relative preference value at N"" (Richardson-Richardson, 1988)"
322,FALSE,S,o,i,Relative preference value at N' ,"Richardson-Richardson, 1988",0.7,0.4,1.2,1.4,0.6,1,1,1.6,1.2,0.9,0.9,1,0.3,1.2,0.7,1.6,0.3,1.1,1.9,0.7,RICJ880102,"Relative preference value at N' (Richardson-Richardson, 1988)"
323,FALSE,S,o,i,Relative preference value at N-cap ,"Richardson-Richardson, 1988",0.5,0.4,3.5,2.1,0.6,0.4,0.4,1.8,1.1,0.2,0.2,0.7,0.8,0.2,0.8,2.3,1.6,0.3,0.8,0.1,RICJ880103,"Relative preference value at N-cap (Richardson-Richardson, 1988)"
327,FALSE,S,a,i,Relative preference value at N4 ,"Richardson-Richardson, 1988",1.1,1.5,0,0.3,1.1,0.5,1.3,0.4,1.5,1.1,2.6,0.8,1.7,1.9,0.1,0.4,0.5,3.1,0.6,1.5,RICJ880107,"Relative preference value at N4 (Richardson-Richardson, 1988)"
329,FALSE,S,a,i,Relative preference value at Mid ,"Richardson-Richardson, 1988",1.8,1.3,0.9,1,0.7,0.8,1.3,0.5,1,1.2,1.2,1.1,1.5,1.3,0.3,0.6,1,1.5,0.8,1.2,RICJ880109,"Relative preference value at Mid (Richardson-Richardson, 1988)"
330,FALSE,S,a,i,Relative preference value at C5 ,"Richardson-Richardson, 1988",1.8,1,0.6,0.7,0,1.1,1,0.5,2.4,1.3,1.2,1.4,2.7,1.9,0.3,0.5,0.5,1.1,1.3,0.4,RICJ880110,"Relative preference value at C5 (Richardson-Richardson, 1988)"
332,FALSE,S,a,i,Relative preference value at C3 ,"Richardson-Richardson, 1988",0.7,0.8,0.8,0.6,0.2,1.6,1.3,0.1,1.1,1.4,1.9,2.2,1,1.8,0,0.6,0.7,0.4,1.1,1.3,RICJ880112,"Relative preference value at C3 (Richardson-Richardson, 1988)"
333,FALSE,S,a,i,Relative preference value at C2 ,"Richardson-Richardson, 1988",1.4,2.1,0.9,0.7,1.2,1.7,1.6,0.2,1.8,0.4,0.8,1.9,1.3,0.3,0.2,1.6,0.9,0.4,0.3,0.7,RICJ880113,"Relative preference value at C2 (Richardson-Richardson, 1988)"
334,FALSE,S,a,i,Relative preference value at C1 ,"Richardson-Richardson, 1988",1.1,1,1.2,0.4,1.6,0.8,2.1,0.2,3.4,0.7,0.7,2,1,0.7,0,1.7,1,0,1.2,0.7,RICJ880114,"Relative preference value at C1 (Richardson-Richardson, 1988)"
335,FALSE,S,o,i,Relative preference value at C-cap ,"Richardson-Richardson, 1988",0.8,0.9,1.6,0.7,0.4,0.3,0.9,3.9,1.3,0.7,0.7,1.3,0.8,0.5,0.7,0.8,0.3,0,0.8,0.2,RICJ880115,"Relative preference value at C-cap (Richardson-Richardson, 1988)"
336,FALSE,S,a,i,Relative preference value at C' ,"Richardson-Richardson, 1988",1,1.4,0.9,1.4,0.8,0.8,1.4,1.2,1.2,1.1,0.9,1.2,0.8,0.1,1.9,0.7,0.8,0.4,0.9,0.6,RICJ880116,"Relative preference value at C' (Richardson-Richardson, 1988)"
337,FALSE,S,a,i,"Relative preference value at C"" ","Richardson-Richardson, 1988",0.7,1.1,1.5,1.4,0.4,0.7,1.1,0.6,1,0.7,0.5,1.3,0,1.2,1.5,0.9,2.1,2.7,0.5,1,RICJ880117,"Relative preference value at C"" (Richardson-Richardson, 1988)"
366,FALSE,S,c,i,Normalized frequency of isolated helix ,"Tanaka-Scheraga, 1977",0.946,1.128,0.432,1.311,0.481,0.698,1.615,0.36,2.168,1.283,1.192,1.203,0,0.963,2.093,0.523,1.961,1.925,0.802,0.409,TANS770102,"Normalized frequency of isolated helix (Tanaka-Scheraga, 1977)"
367,TRUE,S,b,i,Normalized frequency of extended structure ,"Tanaka-Scheraga, 1977",0.79,1.087,0.832,0.53,1.268,0.643,1.038,0.725,0.864,1.361,1.111,0.735,1.092,1.052,1.249,1.093,1.214,1.114,1.34,1.428,TANS770103,"Normalized frequency of extended structure (Tanaka-Scheraga, 1977)"
371,FALSE,S,c,i,Normalized frequency of left-handed helix ,"Tanaka-Scheraga, 1977",0.289,1.38,3.169,0.917,1.767,0.285,2.372,4.259,1.061,0.262,0,1.288,0,0.393,0,0.16,0.218,0,0.654,0.167,TANS770107,"Normalized frequency of left-handed helix (Tanaka-Scheraga, 1977)"
452,FALSE,S,a,i,Averaged turn propensities in a transmembrane helix ,"Monne et al., 1999",0.4,1.5,1.6,1.5,0.7,1.3,1.4,1.1,1.4,0.5,0.3,1.4,0.5,0.3,1.6,0.9,0.7,0.9,0.9,0.4,MONM990201,"Averaged turn propensities in a transmembrane helix (Monne et al., 1999)"
494,FALSE,S,o,i,Interactivity scale obtained from the contact matrix ,"Bastolla et al.,2005",0.1366,0.0363,-0.0345,-0.1233,0.2745,-0.0484,0.0325,-0.0464,0.0549,0.4172,0.4251,-0.0101,0.1747,0.4076,0.0019,-0.0433,0.0589,0.2362,0.3167,0.4084,BASU050101,"Interactivity scale obtained from the contact matrix (Bastolla et al.,2005)"
495,FALSE,S,o,i,Interactivity scale obtained by maximizing the mean of correlationcoefficient over single-domain globular proteins ,"Bastolla et al., 2005",0.0728,0.0394,-0.039,-0.0552,0.3557,-0.0295,0.0126,-0.0589,0.0874,0.3805,0.3819,-0.0053,0.1613,0.4201,-0.0492,-0.0282,0.0239,0.4114,0.3113,0.2947,BASU050102,"Interactivity scale obtained by maximizing the mean of correlationcoefficient over single-domain globular proteins (Bastolla et al., 2005)"
496,FALSE,S,o,i,Interactivity scale obtained by maximizing the mean of correlationcoefficient over pairs of sequences sharing the TIM barrel fold ,"Bastolla et  al., 2005",0.151,-0.0103,0.0381,0.0047,0.3222,-0.0639,0.0246,0.0248,0.1335,0.4238,0.3926,-0.0158,0.216,0.3455,0.0844,0.004,0.1462,0.2657,0.2998,0.3997,BASU050103,"Interactivity scale obtained by maximizing the mean of correlationcoefficient over pairs of sequences sharing the TIM barrel fold (Bastolla et  al., 2005)"
554,FALSE,S,o,i,Average eigenvalue of the Laplacian matrix of the the graph ,"Karkbara-Knisley, 2016",1,3.5,3.2,3.2,2,3.333,3.333,0,4.286,1.8,3.2,3,2.8,4.25,4,2,3,4,4.333,3,KARS160111,"Average eigenvalue of the Laplacian matrix of the the graph (Karkbara-Knisley, 2016)"
557,FALSE,S,o,i,Average weighted eccentricity based on the the atomic number ,"Karkbara-Knisley, 2016",6,31.444,16.5,16.4,16.67,21,21.167,3.5,23.1,15.6,15.6,24.5,27.2,23.25,12,13.33,12.4,27.5,27.78,10.5,KARS160114,"Average weighted eccentricity based on the the atomic number (Karkbara-Knisley, 2016)"
20,FALSE,S,o,p,Steric parameter ,"Charton, 1981",0.52,0.68,0.76,0.76,0.62,0.68,0.68,0,0.7,1.02,0.98,0.68,0.78,0.7,0.36,0.53,0.5,0.7,0.7,0.76,CHAM810101,"Steric parameter (Charton, 1981)"
25,FALSE,S,p,p,The number of atoms in the side chain labelled 1+1 ,"Charton-Charton,1983",0,1,1,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,1,2,CHAM830103,"The number of atoms in the side chain labelled 1+1 (Charton-Charton,1983)"
26,FALSE,S,p,p,The number of atoms in the side chain labelled 2+1 ,"Charton-Charton,1983",0,1,1,1,0,1,1,0,1,1,2,1,1,1,0,0,0,1,1,0,CHAM830104,"The number of atoms in the side chain labelled 2+1 (Charton-Charton,1983)"
27,FALSE,S,p,p,The number of atoms in the side chain labelled 3+1 ,"Charton-Charton,1983",0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1.5,1,0,CHAM830105,"The number of atoms in the side chain labelled 3+1 (Charton-Charton,1983)"
28,FALSE,S,p,p,The number of bonds in the longest chain ,"Charton-Charton, 1983",0,5,2,2,1,3,3,0,3,2,2,4,3,4,0,1,1,5,5,1,CHAM830106,"The number of bonds in the longest chain (Charton-Charton, 1983)"
80,FALSE,S,p,p,STERIMOL length of the side chain ,"Fauchere et al., 1988",2.87,7.82,4.58,4.74,4.47,5.97,6.11,2.06,5.23,4.92,4.92,6.89,6.36,4.62,4.11,3.97,4.11,7.68,4.73,4.11,FAUJ880104,"STERIMOL length of the side chain (Fauchere et al., 1988)"
81,FALSE,S,p,p,STERIMOL minimum width of the side chain ,"Fauchere et al., 1988",1.52,1.52,1.52,1.52,1.52,1.52,1.52,1,1.52,1.9,1.52,1.52,1.52,1.52,1.52,1.52,1.73,1.52,1.52,1.9,FAUJ880105,"STERIMOL minimum width of the side chain (Fauchere et al., 1988)"
82,FALSE,S,p,p,STERIMOL maximum width of the side chain ,"Fauchere et al., 1988",2.04,6.24,4.37,3.78,3.41,3.31,3.53,1,5.66,3.49,4.45,4.87,4.8,6.02,4.31,2.7,3.17,5.9,6.72,3.17,FAUJ880106,"STERIMOL maximum width of the side chain (Fauchere et al., 1988)"
153,FALSE,S,p,p,Distance between C-alpha and centroid of side chain ,"Levitt, 1976",0.77,3.72,1.98,1.99,1.38,2.63,2.58,0,2.76,1.83,2.08,2.94,2.34,2.97,1.42,1.28,1.43,3.58,3.36,1.49,LEVM760102,"Distance between C-alpha and centroid of side chain (Levitt, 1976)"
443,FALSE,S,p,p,Side-chain contribution to protein stability  ,kJ/mol,9.8,7.3,3.6,4.9,3,4.4,2.4,0,11.9,17.2,17,10.5,11.9,23,15,2.6,6.9,24.2,17.2,15.3,TAKK010101,"Side-chain contribution to protein stability (kJ/mol) (Takano-Yutani, 2001)"
32,FALSE,S,p,r,Residue accessible surface area in tripeptide ,"Chothia, 1976",115,225,160,150,135,190,180,75,195,175,170,200,185,210,145,115,140,255,230,155,CHOC760101,"Residue accessible surface area in tripeptide (Chothia, 1976)"
33,FALSE,S,h,r,Residue accessible surface area in folded protein ,"Chothia, 1976",25,90,63,50,19,49,71,23,43,18,23,97,31,24,50,44,47,32,60,18,CHOC760102,"Residue accessible surface area in folded protein (Chothia, 1976)"
37,TRUE,S,a,r,Normalized frequency of alpha-helix ,"Chou-Fasman, 1978b",1.42,0.98,0.67,1.01,0.7,1.51,1.11,0.57,1,1.08,1.21,1.16,1.45,1.13,0.57,0.77,0.83,1.08,0.69,1.06,CHOP780201,"Normalized frequency of alpha-helix (Chou-Fasman, 1978b)"
43,FALSE,S,c,r,Normalized frequency of C-terminal non helical region ,"Chou-Fasman,1978b",0.52,1.24,1.64,1.06,0.94,0.59,0.7,1.64,1.86,0.87,0.84,1.49,0.52,1.04,1.58,0.93,0.86,0.16,0.96,0.32,CHOP780207,"Normalized frequency of C-terminal non helical region (Chou-Fasman,1978b)"
47,FALSE,S,c,r,Normalized frequency of C-terminal non beta region ,"Chou-Fasman, 1978b",0.74,1.05,1.13,1.32,0.53,0.85,0.77,1.68,0.96,0.53,0.59,0.82,0.85,0.44,1.69,1.49,1.16,1.59,1.01,0.59,CHOP780211,"Normalized frequency of C-terminal non beta region (Chou-Fasman, 1978b)"
96,FALSE,S,a,r,Alpha-helix indices ,"Geisow-Roberts, 1980",1.29,1,0.81,1.1,0.79,1.49,1.07,0.63,1.33,1.05,1.31,1.33,1.54,1.13,0.63,0.78,0.77,1.18,0.71,0.81,GEIM800101,"Alpha-helix indices (Geisow-Roberts, 1980)"
97,FALSE,S,a,r,Alpha-helix indices for alpha-proteins ,"Geisow-Roberts, 1980",1.13,1.09,1.06,0.94,1.32,1.2,0.93,0.83,1.09,1.05,1.13,1.08,1.23,1.01,0.82,1.01,1.17,1.32,0.88,1.13,GEIM800102,"Alpha-helix indices for alpha-proteins (Geisow-Roberts, 1980)"
98,FALSE,S,a,r,Alpha-helix indices for beta-proteins ,"Geisow-Roberts, 1980",1.55,0.2,1.2,1.55,1.44,1.67,1.13,0.59,1.21,1.27,1.25,1.2,1.37,0.4,0.21,1.01,0.55,1.86,1.08,0.64,GEIM800103,"Alpha-helix indices for beta-proteins (Geisow-Roberts, 1980)"
99,FALSE,S,a,r,Alpha-helix indices for alpha/beta-proteins ,"Geisow-Roberts, 1980",1.19,1,0.94,1.07,0.95,1.64,1.32,0.6,1.03,1.12,1.18,1.27,1.49,1.02,0.68,0.81,0.85,1.18,0.77,0.74,GEIM800104,"Alpha-helix indices for alpha/beta-proteins (Geisow-Roberts, 1980)"
103,FALSE,S,a,r,Aperiodic indices ,"Geisow-Roberts, 1980",0.91,1,1.64,1.4,0.93,0.97,0.94,1.51,0.9,0.65,0.59,0.82,0.58,0.72,1.66,1.23,1.04,0.67,0.92,0.6,GEIM800108,"Aperiodic indices (Geisow-Roberts, 1980)"
104,FALSE,S,a,r,Aperiodic indices for alpha-proteins ,"Geisow-Roberts, 1980",0.8,0.96,1.1,1.6,0,0.4,1.6,2,0.96,0.85,0.8,0.94,0.39,1.2,2.1,1.3,0.6,0,1.8,0.8,GEIM800109,"Aperiodic indices for alpha-proteins (Geisow-Roberts, 1980)"
106,FALSE,S,a,r,Aperiodic indices for alpha/beta-proteins ,"Geisow-Roberts, 1980",0.93,1.01,1.36,1.22,0.92,1.05,0.83,1.45,0.96,0.58,0.59,0.91,0.6,0.71,1.67,1.25,1.08,0.68,0.98,0.62,GEIM800111,"Aperiodic indices for alpha/beta-proteins (Geisow-Roberts, 1980)"
118,FALSE,S,a,r,Normalized relative frequency of alpha-helix ,"Isogai et al., 1980",1.53,1.17,0.6,1,0.89,1.63,1.27,0.44,1.03,1.07,1.32,1.26,1.66,1.22,0.25,0.65,0.86,1.05,0.7,0.93,ISOY800101,"Normalized relative frequency of alpha-helix (Isogai et al., 1980)"
119,FALSE,S,b,r,Normalized relative frequency of extended structure ,"Isogai et al.,1980",0.86,0.98,0.74,0.69,1.39,0.66,0.89,0.7,1.06,1.31,1.01,0.77,1.06,1.16,1.16,1.09,1.24,1.17,1.28,1.4,ISOY800102,"Normalized relative frequency of extended structure (Isogai et al.,1980)"
120,FALSE,S,a,r,Normalized relative frequency of bend ,"Isogai et al., 1980",0.78,1.06,1.56,1.5,0.6,0.97,0.78,1.73,0.83,0.4,0.57,1.01,0.3,0.67,1.55,1.19,1.09,0.74,1.14,0.44,ISOY800103,"Normalized relative frequency of bend (Isogai et al., 1980)"
121,FALSE,S,a,r,Normalized relative frequency of bend R ,"Isogai et al., 1980",1.09,0.97,1.14,0.77,0.5,0.92,0.83,1.25,0.67,0.66,0.44,1.25,0.45,0.5,2.96,1.21,1.33,0.62,0.94,0.56,ISOY800104,"Normalized relative frequency of bend R (Isogai et al., 1980)"
122,FALSE,S,o,r,Normalized relative frequency of bend S ,"Isogai et al., 1980",0.35,0.75,2.12,2.16,0.5,0.65,0.73,2.4,1.19,0.12,0.58,0.83,0.22,0.89,0.43,1.24,0.85,0.62,1.44,0.43,ISOY800105,"Normalized relative frequency of bend S (Isogai et al., 1980)"
123,FALSE,S,a,r,Normalized relative frequency of helix end ,"Isogai et al., 1980",1.09,1.07,0.88,1.24,1.04,1.14,1.09,0.27,1.07,0.97,1.3,1.2,0.55,0.8,1.78,1.2,0.99,1.03,0.69,0.77,ISOY800106,"Normalized relative frequency of helix end (Isogai et al., 1980)"
124,FALSE,S,h,r,Normalized relative frequency of double bend ,"Isogai et al., 1980",1.34,2.78,0.92,1.77,1.44,2.54,0.79,0.95,0,0.52,1.05,0.79,0,0.43,0.37,0.87,1.14,1.79,0.73,0,ISOY800107,"Normalized relative frequency of double bend (Isogai et al., 1980)"
125,FALSE,S,o,r,Normalized relative frequency of coil ,"Isogai et al., 1980",0.47,0.52,2.16,1.15,0.41,0.64,0.95,3.03,0.89,0.62,0.53,0.98,0.68,0.61,0.63,1.03,0.39,0.63,0.83,0.76,ISOY800108,"Normalized relative frequency of coil (Isogai et al., 1980)"
126,FALSE,S,h,r,Average accessible surface area ,"Janin et al., 1978",27.8,94.7,60.1,60.6,15.5,68.2,68.7,24.5,50.7,22.8,27.6,103,33.5,25.5,51.5,42,45,34.7,55.2,23.7,JANJ780101,"Average accessible surface area (Janin et al., 1978)"
129,FALSE,S,h,r,Ratio of buried and accessible molar fractions ,"Janin, 1979",1.7,0.1,0.4,0.4,4.6,0.3,0.3,1.8,0.8,3.1,2.4,0.05,1.9,2.2,0.6,0.8,0.7,1.6,0.5,2.9,JANJ790101,"Ratio of buried and accessible molar fractions (Janin, 1979)"
133,FALSE,S,c,r,Relative frequency of occurrence ,"Jones et al., 1992",0.077,0.051,0.043,0.052,0.02,0.062,0.041,0.074,0.023,0.053,0.091,0.059,0.024,0.04,0.051,0.069,0.059,0.014,0.032,0.066,JOND920101,"Relative frequency of occurrence (Jones et al., 1992)"
141,FALSE,S,c,r,Flexibility parameter for no rigid neighbors ,"Karplus-Schulz, 1985",1.041,1.038,1.117,1.033,0.96,1.094,1.165,1.142,0.982,1.002,0.967,1.093,0.947,0.93,1.055,1.169,1.073,0.925,0.961,0.982,KARP850101,"Flexibility parameter for no rigid neighbors (Karplus-Schulz, 1985)"
142,FALSE,S,c,r,Flexibility parameter for one rigid neighbor ,"Karplus-Schulz, 1985",0.946,1.028,1.006,1.089,0.878,1.036,1.025,1.042,0.952,0.892,0.961,1.082,0.862,0.912,1.085,1.048,1.051,0.917,0.93,0.927,KARP850102,"Flexibility parameter for one rigid neighbor (Karplus-Schulz, 1985)"
143,FALSE,S,c,r,Flexibility parameter for two rigid neighbors ,"Karplus-Schulz, 1985",0.892,0.901,0.93,0.932,0.925,0.933,0.885,0.923,0.894,0.872,0.921,1.057,0.804,0.914,0.932,0.923,0.934,0.803,0.837,0.913,KARP850103,"Flexibility parameter for two rigid neighbors (Karplus-Schulz, 1985)"
154,FALSE,S,o,r,Side chain angle theta ,AAR,121.9,121.4,117.5,121.2,113.7,118.2,118,0,118.2,118.9,118.1,122,113.1,118.2,81.9,117.9,117.1,118.4,110,121.7,LEVM760103,"Side chain angle theta(AAR) (Levitt, 1976)"
155,FALSE,S,o,r,Side chain torsion angle phi ,AAAR,243.2,206.6,207.1,215,209.4,213.6,205.4,300,219.9,217.9,205.6,210.9,204,203.7,237.4,232,226.7,203.7,195.6,220.3,LEVM760104,"Side chain torsion angle phi(AAAR) (Levitt, 1976)"
165,FALSE,S,b,r,Frequency of occurrence in beta-bends ,"Lewis et al., 1971",0.22,0.28,0.42,0.73,0.2,0.08,0.26,0.58,0.14,0.22,0.19,0.27,0.38,0.08,0.46,0.55,0.49,0.43,0.46,0.08,LEWP710101,"Frequency of occurrence in beta-bends (Lewis et al., 1971)"
183,FALSE,S,h,r,Average side chain orientation angle ,"Meirovitch et al., 1980",87,81,70,71,104,72,66,90,90,105,104,65,100,108,78,83,83,94,83,94,MEIH800103,"Average side chain orientation angle (Meirovitch et al., 1980)"
218,FALSE,S,p,r,Optimized propensity to form reverse turn ,"Oobatake et al., 1985",1.34,0.95,2.49,3.32,1.07,2.2,1.49,2.07,1.27,0.66,0.54,0.61,0.7,0.8,2.12,0.94,1.09,-4.65,-0.17,1.32,OOBM850102,"Optimized propensity to form reverse turn (Oobatake et al., 1985)"
252,FALSE,S,a,r,Relative frequency in alpha-helix ,"Prabhakaran, 1990",1.29,0.96,0.9,1.04,1.11,1.44,1.27,0.56,1.22,0.97,1.3,1.23,1.47,1.07,0.52,0.82,0.82,0.99,0.72,0.91,PRAM900102,"Relative frequency in alpha-helix (Prabhakaran, 1990)"
254,FALSE,S,a,r,Relative frequency in reverse-turn ,"Prabhakaran, 1990",0.78,0.88,1.28,1.41,0.8,1,0.97,1.64,0.69,0.51,0.59,0.96,0.39,0.58,1.91,1.33,1.03,0.75,1.05,0.47,PRAM900104,"Relative frequency in reverse-turn (Prabhakaran, 1990)"
318,FALSE,S,p,r,Accessible surface area ,"Radzicka-Wolfenden, 1988",93.7,250.4,146.3,142.6,135.2,182.9,177.7,52.6,188.1,182.2,173.7,215.2,197.6,228.6,0,109.5,142.1,271.6,239.9,157.2,RADA880106,"Accessible surface area (Radzicka-Wolfenden, 1988)"
368,FALSE,S,c,r,Normalized frequency of chain reversal R ,"Tanaka-Scheraga, 1977",1.194,0.795,0.659,1.056,0.678,0.928,1.29,1.015,0.611,0.603,0.595,1.06,0.831,0.377,3.159,1.444,1.172,0.452,0.816,0.64,TANS770104,"Normalized frequency of chain reversal R (Tanaka-Scheraga, 1977)"
369,FALSE,S,c,r,Normalized frequency of chain reversal S ,"Tanaka-Scheraga, 1977",0.497,0.677,2.072,1.498,1.348,0.651,0.711,1.848,1.474,0.471,0.656,0.932,0.425,1.348,0.179,1.151,0.749,1.283,1.283,0.654,TANS770105,"Normalized frequency of chain reversal S (Tanaka-Scheraga, 1977)"
370,FALSE,S,c,r,Normalized frequency of chain reversal D ,"Tanaka-Scheraga, 1977",0.937,1.725,1.08,1.64,1.004,0.679,1.078,0.901,1.085,0.178,0.808,1.254,0.886,0.803,0.748,1.145,1.487,0.803,1.227,0.625,TANS770106,"Normalized frequency of chain reversal D (Tanaka-Scheraga, 1977)"
374,FALSE,S,c,r,Normalized frequency of chain reversal ,"Tanaka-Scheraga, 1977",0.842,0.936,1.352,1.366,1.032,0.758,0.998,1.349,1.079,0.459,0.665,1.045,0.668,0.881,1.385,1.257,1.055,0.881,1.101,0.643,TANS770110,"Normalized frequency of chain reversal (Tanaka-Scheraga, 1977)"
375,FALSE,S,a,r,Relative population of conformational state A ,"Vasquez et al., 1983",0.135,0.296,0.196,0.289,0.159,0.184,0.236,0.051,0.223,0.173,0.215,0.17,0.239,0.087,0.151,0.01,0.1,0.166,0.066,0.285,VASM830101,"Relative population of conformational state A (Vasquez et al., 1983)"
424,FALSE,S,c,r,"Normalized flexibility parameters , average ",B-values,0.984,1.008,1.048,1.068,0.906,1.094,1.037,1.031,0.95,0.927,0.935,1.102,0.952,0.915,1.049,1.046,0.997,0.904,0.929,0.931,VINM940101,"Normalized flexibility parameters (B-values), average (Vihinen et al.,1994)"
425,FALSE,S,c,r,Normalized flexibility parameters  for each residue surrounded by  none rigid neighbours ,B-values,1.315,1.31,1.38,1.372,1.196,1.376,1.342,1.382,1.279,1.241,1.234,1.367,1.269,1.247,1.342,1.381,1.324,1.186,1.199,1.235,VINM940102,"Normalized flexibility parameters (B-values) for each residue surrounded by  none rigid neighbours (Vihinen et al., 1994)"
426,FALSE,S,c,r,Normalized flexibility parameters  for each residue surrounded by  one rigid neighbours ,B-values,0.994,1.026,1.022,1.022,0.939,1.052,1.041,1.018,0.967,0.977,0.982,1.029,0.963,0.934,1.05,1.025,0.998,0.938,0.981,0.968,VINM940103,"Normalized flexibility parameters (B-values) for each residue surrounded by  one rigid neighbours (Vihinen et al., 1994)"
427,FALSE,S,c,r,Normalized flexibility parameters  for each residue surrounded by  two rigid neighbours ,B-values,0.783,0.807,0.799,0.822,0.785,0.826,0.817,0.784,0.777,0.776,0.783,0.834,0.806,0.774,0.809,0.811,0.795,0.796,0.788,0.781,VINM940104,"Normalized flexibility parameters (B-values) for each residue surrounded by  two rigid neighbours (Vihinen et al., 1994)"
444,FALSE,S,a,r,Propensity of amino acids within pi-helices ,"Fodje-Al-Karadaghi, 2002",0.7,0.95,1.47,0.87,1.17,0.96,0.73,0.64,1.39,1.29,1.44,0.91,0.91,1.34,0.12,0.84,0.74,1.8,1.68,1.2,FODM020101,"Propensity of amino acids within pi-helices (Fodje-Al-Karadaghi, 2002)"
497,FALSE,S,a,r,Linker propensity index ,"Suyama-Ohara, 2003",-0.058,0,0.027,0.016,0.447,-0.128,-0.073,0.331,0.195,0.06,0.138,-0.112,0.275,0.24,-0.478,-0.177,-0.163,0.564,0.322,-0.052,SUYM030101,"Linker propensity index (Suyama-Ohara, 2003)"
500,FALSE,S,a,r,Linker propensity from all dataset ,"George-Heringa, 2003",0.964,1.143,0.944,0.916,0.778,1.051,1.047,0.835,1.014,0.922,1.085,0.944,1.032,1.119,1.299,0.947,1.017,0.895,1,0.955,GEOR030101,"Linker propensity from all dataset (George-Heringa, 2003)"
501,FALSE,S,a,r,Linker propensity from 1-linker dataset ,"George-Heringa, 2003",0.974,1.129,0.988,0.892,0.972,1.054,1.092,0.845,0.949,0.928,1.11,0.946,0.923,1.122,1.362,0.932,1.023,0.879,0.902,0.923,GEOR030102,"Linker propensity from 1-linker dataset (George-Heringa, 2003)"
502,FALSE,S,a,r,Linker propensity from 2-linker dataset ,"George-Heringa, 2003",0.938,1.137,0.902,0.857,0.6856,1.139,0.916,0.892,1.109,0.986,1,0.952,1.077,1.11,1.266,0.956,1.018,0.971,1.157,0.959,GEOR030103,"Linker propensity from 2-linker dataset (George-Heringa, 2003)"
